Video Name,Views,Likes
Nashville vigil for Las Vegas shooting victims #PrayForVegas,97008,418
Peter Rabbit Trailer,15086,65
Powerful Hurricane Maria follows deadly storms Harvey and Irma,28143,121
Nashville vigil for Las Vegas shooting victims #PrayForVegas,106033,454
Massive earthquake rocks Mexico City,1167998,4992
IRONMAN World Championship 2017,92685,396
Hurricane Ophelia: Thousands lose power as storm hits Ireland - BBC News,194954,832
Jane Fonda 'ashamed' she didn't call out W...,29377,125
Helmer Zone,302836,1286
Live Stream: Canelo vs. Golovkin Official Weigh-In – Friday  Sept. 15 at 3:30pm ET/12:30pm PT,818526,3466
The NRA Wants To Regulate 'Bump Stock' Gun Accessories  Paul Ryan Says We Need To Learn More | TIME,99284,420
Kit Harington’s Epic April Fools Day Prank On Rose Leslie - The Jonathan Ross Show,881809,3730
iPhone X hands-on live from Apple Event 2017,1423205,6017
ALL THE MONEY IN THE WORLD - Official Trailer (HD),1101135,4655
Earthquake kills dozens in central Mexico,289015,1218
Brian Lewerke's 14-Yard Touchdown vs. Michigan,129203,544
Jonathan Taylor Rips Off 67-YD TD vs. Purdue,27619,116
Murder on the Orient Express | Official Trailer 2 [HD] | 20th Century FOX,1906490,8006
Helmer Zone,342445,1438
UCF Football: Space Game Uniform Reveal,8812,37
Hurricane Ophelia: Thousands lose power as storm hits Ireland - BBC News,206167,865
South Park on Harvey Weinstein,191227,802
The NRA Wants To Regulate 'Bump Stock' Gun Accessories  Paul Ryan Says We Need To Learn More | TIME,99713,418
The NRA Wants To Regulate 'Bump Stock' Gun Accessories  Paul Ryan Says We Need To Learn More | TIME,99713,418
The NRA Wants To Regulate 'Bump Stock' Gun Accessories  Paul Ryan Says We Need To Learn More | TIME,99850,418
The NRA Wants To Regulate 'Bump Stock' Gun Accessories  Paul Ryan Says We Need To Learn More | TIME,99949,418
Hurricane Ophelia: Thousands lose power as storm hits Ireland - BBC News,209522,876
Arcus3D C1 - It moves  kinda,4785,20
Hurricane Ophelia: Thousands lose power as storm hits Ireland - BBC News,211748,885
The NRA Wants To Regulate 'Bump Stock' Gun Accessories  Paul Ryan Says We Need To Learn More | TIME,91894,384
Marvel's Runaways Teaser (Official) • A Hulu Original,1312271,5471
Arcus3D C1 - It moves  kinda,3600,15
Draymond Green: I don't know how serious the Rockets take defense,25923,108
Live Stream: Canelo vs. Golovkin Official Weigh-In – Friday  Sept. 15 at 3:30pm ET/12:30pm PT,839473,3497
Las Vegas shooting: Paddock may have planned to escape - BBC News,829788,3454
Earthquake kills dozens in central Mexico,299969,1248
Jonathan Taylor Rips Off 67-YD TD vs. Purdue,27913,116
Marvel's Runaways Teaser (Official) • A Hulu Original,552893,2297
Gigi Hadid Loses High Heel During Fashion Week  Walks It Off Like a Pro | TMZ,703750,2921
Massive earthquake rocks Mexico City,1227397,5087
IRONMAN World Championship 2017,98931,410
Helmer Zone,359050,1487
Optical Illusions #2,168793,699
Massive earthquake rocks Mexico City,1228689,5088
Massive earthquake rocks Mexico City,1229604,5088
IRONMAN World Championship 2017,96909,401
Massive earthquake rocks Mexico City,1230325,5090
Wabash kicker takes his blocked field goal in for TD,113699,470
What Americans Heard in Cuba Attacks: The Sound,185798,768
Live Stream: Canelo vs. Golovkin Official Weigh-In – Friday  Sept. 15 at 3:30pm ET/12:30pm PT,846964,3499
Earthquake kills dozens in central Mexico,303005,1251
Helmer Zone,370404,1528
The perfect thing for a hangover!,181570,749
IRONMAN World Championship 2017,100714,415
Earthquake kills dozens in central Mexico,304142,1253
Baez belts two homers as Cubs force Game 5: 10/18/17,161571,665
I Made A Mistake,277062,1138
iPhone X hands-on live from Apple Event 2017,1521364,6246
Торпедо vs Текстильщик: футбол  который не нужен?,552670,2268
Replicas Movie Trailer,203794,835
Is Bella Hadid Dating Drake? | WWHL,56979,233
2017 Emmy Fashion Roundup: From Sofia Vergara To Jessica Biel | Emmys 2017 | Access Hollywood,25453,104
Eyewitness describes chaotic scene of Las Vegas shooting | ABC News,447839,1827
Aaron Carter’s HIV Test Results Revealed,134887,549
Hurricane Jose 5 a.m. advisory,262875,1069
Polestar global launch event 17.10.17,43306,176
Father-Son Moment: I passed the Florida Bar Exam,209385,848
iPhone X hands-on live from Apple Event 2017,1595643,6453
World's First Aerial 360 Video Over North Korea 2017,532699,2153
Full story of Hywind Scotland – world’s first floating wind farm,96498,390
Peter Rabbit Trailer,16084,65
Kevin Durant: 'I went a little too far' on Twitter,9403,38
Prince Harry's popcorn swiped by toddler,152781,617
Brian Lewerke's 14-Yard Touchdown vs. Michigan,141149,568
Major earthquake hits south of Mexico City,63424,255
Barkley One-Hand Grab and Run vs. Indiana,46875,188
Hurricane Jose 5 a.m. advisory,267179,1071
Hurricane Jose 5 a.m. advisory,267907,1072
Full story of Hywind Scotland – world’s first floating wind farm,87554,349
Gökhan Saki KOs Henrique da Silva | Highlights | UFC FIGHT NIGHT,1113194,4433
Baez belts two homers as Cubs force Game 5: 10/18/17,180354,718
Peter Rabbit Trailer,16840,67
Baez belts two homers as Cubs force Game 5: 10/18/17,184787,735
Hurricane Irma death toll rises to 10 in Cuba,382525,1521
Full story of Hywind Scotland – world’s first floating wind farm,69718,277
Major earthquake hits south of Mexico City,64563,256
Father-Son Moment: I passed the Florida Bar Exam,217848,861
Questions still unanswered about motive for Las Vegas mass shooting,189313,748
Girlfriend Of Vegas Shooter Arrives At LAX From Philippines For Questioning,434972,1717
Mike Leach Press Conference Oct. 16,7094,28
Gökhan Saki KOs Henrique da Silva | Highlights | UFC FIGHT NIGHT,1139934,4498
Donald Trump’s Cringe-Worthy Attempt To Date Brooke Shields | WWHL,314712,1241
Mike Leach Press Conference Oct. 16,7612,30
Gökhan Saki KOs Henrique da Silva | Highlights | UFC FIGHT NIGHT,1132479,4463
The Only 2 Ways to Get Rich,3299,13
Reese Witherspoon Passionately Speaks About Roles for Women | Lorraine,7119,28
Hurricane Irma death toll rises to 10 in Cuba,403747,1586
Hurricane Irma death toll rises to 10 in Cuba,396448,1557
Introducing Levi’s® Commuter Trucker Jacket with Jacquard by Google,119693,469
Brian Lewerke's 14-Yard Touchdown vs. Michigan,147522,578
My baby hears me for the first time and is almost moved to tears!,4390432,17145
Kate Winslet Never Fancied Leonardo DiCaprio | Lorraine,37649,147
Hudson Moore - Just Wanna Love You (Official Music Video),213404,833
Peter Rabbit Trailer,17515,68
Special Report: Deadly Earthquake Hits Central Mexico | NBC News,659333,2556
Sneaky toddler steals Prince Harry's popcorn,15952413,61765
ALL THE MONEY IN THE WORLD - Official Trailer (HD),1455471,5633
I Made A Mistake,316512,1224
Carson Palmer Leads Opening TD Drive vs. Dallas | Cowboys vs. Cardinals | NFL Wk 3 Highlights,118344,457
Special Report: Deadly Earthquake Hits Central Mexico | NBC News,681342,2631
HOA fight over WWII tank,42229,163
Emmys 2017 Red Carpet Live By People & Entertainment Weekly | PeopleTV | TIME,79301,306
Mike Leach Goes Off: Expand the College Football Playoff,25399,98
I Made A Mistake,318780,1228
I Made A Mistake,318373,1226
Stranger Things: The Game,114589,441
EXCLUSIVE: Zonnique - Patience [Teaser],4937,19
Sneaky toddler steals Prince Harry's popcorn,15482319,59499
Woman forcibly removed off Southwest flight,724487,2782
Special Report: Deadly Earthquake Hits Central Mexico | NBC News,689654,2648
Kevin Durant: 'I went a little too far' on Twitter,8601,33
Special Report: Deadly Earthquake Hits Central Mexico | NBC News,693507,2660
NASA holds a news conference following Cassini's grand finale,190342,729
Here's why gun stocks rise after mass shootings,137909,528
Carson Palmer Leads Opening TD Drive vs. Dallas | Cowboys vs. Cardinals | NFL Wk 3 Highlights,117288,449
NASA holds a news conference following Cassini's grand finale,189062,723
NASA holds a news conference following Cassini's grand finale,191166,730
Mike Leach after practice Oct. 17,4228,16
Los jugadores de Sacachispas entraron vestidos de guerreros vs Sarmiento (Copa Argentina),53712,203
Brian Lewerke's 14-Yard Touchdown vs. Michigan,155230,586
Las Vegas Concert Shooting Deadliest Mass Shooting in US History  officials hold morning newscast,163624,617
Carson Palmer Leads Opening TD Drive vs. Dallas | Cowboys vs. Cardinals | NFL Wk 3 Highlights,111990,421
Fifty Shades Freed - Teaser [HD],4661584,17517
Sneaky toddler steals Prince Harry's popcorn,14643773,54935
Fifty Shades Freed - Teaser [HD],5287771,19798
Here's why gun stocks rise after mass shootings,156808,587
Girlfriend Of Vegas Shooter Arrives At LAX From Philippines For Questioning,500744,1874
Los jugadores de Sacachispas entraron vestidos de guerreros vs Sarmiento (Copa Argentina),54261,203
Here's why gun stocks rise after mass shootings,156368,585
Here's why gun stocks rise after mass shootings,157063,587
Fifty Shades Freed - Teaser [HD],4959620,18534
(WOW!) MALIGNAGGI REVEALS MCGREGOR FIGHT TALKS HAPPENING: AL HAYMON'S TALKING TO DANA WHITE,34566,129
Emmys 2017 Red Carpet Live By People & Entertainment Weekly | PeopleTV | TIME,83692,312
LIVE TRACKING OF HURRICANE IRMA,7189818,26771
LIVE TRACKING OF HURRICANE IRMA,7198312,26768
What Americans Heard in Cuba Attacks: The Sound,732441,2723
Donald Trump’s Cringe-Worthy Attempt To Date Brooke Shields | WWHL,440499,1637
What Americans Heard in Cuba Attacks: The Sound,696132,2585
KUWTK | Kim Kardashian Gets Upset Over Bad Paparazzi Pics on Vacay | E!,564988,2098
What Americans Heard in Cuba Attacks: The Sound,753492,2795
Bears Wanted to Hitch a Ride,15098,56
What Americans Heard in Cuba Attacks: The Sound,743387,2750
What Americans Heard in Cuba Attacks: The Sound,749545,2771
The Greatest Nancy Panel Ever Drawn,28613,105
Atlas and Orion are just like all other siblings,9279,34
Las Vegas Concert Shooting Deadliest Mass Shooting in US History  officials hold morning newscast,182091,667
Hudson Moore - Just Wanna Love You (Official Music Video),282005,1028
What Americans Heard in Cuba Attacks: The Sound,574050,2088
Las Vegas Concert Shooting Deadliest Mass Shooting in US History  officials hold morning newscast,183702,668
261 kph WATER ROCKET TRIKE ǀ 0-100 kph in 0.55 second (5.1g) ǀ Rider: François Gissy,15681,57
2017 Emmy Fashion Roundup: From Sofia Vergara To Jessica Biel | Emmys 2017 | Access Hollywood,36085,131
Las Vegas Concert Shooting Deadliest Mass Shooting in US History  officials hold morning newscast,184133,668
HOA fight over WWII tank,47100,170
Track Testing Continued,9711,35
Missed the 2017 Emmy Awards? Here are the highlights.,217619,784
Las Vegas shooting: Paddock may have planned to escape - BBC News,1227316,4415
Mike Leach Goes Off: Expand the College Football Playoff,22543,81
Sneaky toddler steals Prince Harry's popcorn,13423071,48107
2017 Emmy Fashion Roundup: From Sofia Vergara To Jessica Biel | Emmys 2017 | Access Hollywood,39113,140
Donald Trump’s Cringe-Worthy Attempt To Date Brooke Shields | WWHL,473137,1693
Crazy Marseille fan scores goal v Toulouse | 24.09.17,133387,477
TV Doctors of America | Even More Drama,70889,253
Hudson Moore - Just Wanna Love You (Official Music Video),331980,1184
Woman brandishing a handgun  machete threatens people at Kardashian boutique,383692,1368
Downsizing (2017) - Official Trailer - Paramount Pictures,3447192,12246
(FULL) Canelo Alvarez vs. Gennady Golovkin Weigh-In | ESPN,494594,1757
Northern Ontario Moose vs Wolf,889311,3144
SEMI-AUTOMATIC PORTABLE RAILGUN: SR-1 Introduction,13586,48
Goran Dragic & Luka Doncic after winning Eurobasket Gold Medal,69131,244
Explosive Video: Milo Yiannopoulos And White Supremacists At Karaoke,111768,394
Missed the 2017 Emmy Awards? Here are the highlights.,226034,796
Woman brandishing a handgun  machete threatens people at Kardashian boutique,397094,1397
2017 Emmy Fashion Roundup: From Sofia Vergara To Jessica Biel | Emmys 2017 | Access Hollywood,40364,142
Introducing Levi’s® Commuter Trucker Jacket with Jacquard by Google,145554,512
Goran Dragic & Luka Doncic after winning Eurobasket Gold Medal,91023,320
Hurricane Irma Makes Landfall in Florida Keys as Powerful Category 4 | TODAY,329459,1158
Hurricane Irma Makes Landfall in Florida Keys as Powerful Category 4 | TODAY,329907,1158
Missed the 2017 Emmy Awards? Here are the highlights.,178675,627
Donald Trump’s Cringe-Worthy Attempt To Date Brooke Shields | WWHL,486614,1707
Missed the 2017 Emmy Awards? Here are the highlights.,228803,802
LeBron James Fearless | Intel,53151,186
ALL THE MONEY IN THE WORLD - Official Trailer (HD),1671764,5823
Replicas Movie Trailer,292322,1014
#WindowsDevDay -  Fluent Design,401249,1391
Mike Leach Goes Off: Expand the College Football Playoff,13854,48
Mike Leach Goes Off: Expand the College Football Playoff,19944,69
Downsizing (2017) - Official Trailer - Paramount Pictures,3306664,11439
Goran Dragic & Luka Doncic after winning Eurobasket Gold Medal,83417,288
Donald Trump’s Cringe-Worthy Attempt To Date Brooke Shields | WWHL,497924,1717
Dad -Daughter Dance Party,66708,230
Dad -Daughter Dance Party,66470,229
Woman forcibly removed off Southwest flight,929269,3196
Jemele Hill I Deserved My Suspension ... Not Mad At ESPN | TMZ Sports,30534,105
Donald Trump’s Cringe-Worthy Attempt To Date Brooke Shields | WWHL,504791,1726
Reese Witherspoon Passionately Speaks About Roles for Women | Lorraine,9980,34
VIDEO: Woman dragged off Southwest Airlines flight,1066076,3626
Mexico 7.1 Earthquake: 'Absolutely Horrific Images' | MSNBC,804890,2737
Blake Lively - Talks About Harvey Weinstein - GMA,342141,1163
Woman forcibly removed off Southwest flight,966954,3280
Did the Las Vegas shooter plan a different attack?,449475,1524
Homemade invention Quad electric bike-Unusual Vehicles You Must See,3541,12
Woman brandishing a handgun  machete threatens people at Kardashian boutique,414574,1404
VIDEO: Woman dragged off Southwest Airlines flight,1191785,4032
Woman forcibly removed off Southwest flight,972059,3286
Introducing Levi’s® Commuter Trucker Jacket with Jacquard by Google,158649,536
Stranger Things: The Game,181289,612
Woman forcibly removed off Southwest flight,974729,3289
Las Vegas shooting: Paddock may have planned to escape - BBC News,1393132,4700
Golf Club Breaks in HALF!!! at World Long Drive Championships!,7416,25
Goran Dragic & Luka Doncic after winning Eurobasket Gold Medal,98617,332
FBI agents question Las Vegas gunman's girlfriend for several hours,513089,1725
VIDEO: Woman dragged off Southwest Airlines flight,1228470,4123
People are accusing this Dove ad of being racist,544612,1827
Live footage as Hurricane Irma destroys Maho Beach Cam in St Maarten   9/6/2017,13752002,46101
Track Testing Continued,10442,35
Bella Hadid Roughs Up Security Roughing Up Female Photog | TMZ,397771,1332
Butch Jones Press Conference (9.18.17),8961,30
Mexico 7.1 Earthquake: 'Absolutely Horrific Images' | MSNBC,880613,2948
Rrrrrrrrrrrrr,227664,762
Police release new details on Las Vegas shooting investigation,385800,1290
Police release new details on Las Vegas shooting investigation,409924,1369
Downsizing (2017) - Official Trailer - Paramount Pictures,3165464,10556
VIDEO: Woman dragged off Southwest Airlines flight,1252355,4164
Police release new details on Las Vegas shooting investigation,414428,1377
Police release new details on Las Vegas shooting investigation,416721,1381
Banana Bread Bake-off: Shayna Taylor's Recipe,16003,53
#WindowsDevDay -  Fluent Design,444670,1472
Chris Orr Makes a House Call vs. Nebraska,7554,25
Did the Las Vegas shooter plan a different attack?,516451,1708
VIDEO: Woman dragged off Southwest Airlines flight,1269960,4195
Las Vegas shooting: Paddock may have planned to escape - BBC News,1436614,4742
Crazy Marseille fan scores goal v Toulouse | 24.09.17,114350,376
Las Vegas shooting: Paddock may have planned to escape - BBC News,1447168,4758
Las Vegas shooting: Paddock may have planned to escape - BBC News,1454151,4775
Ryan Seacrest On Mariah Carey’s Disastrous NYE Performance | WWHL,57317,188
Rrrrrrrrrrrrr,237828,778
Woman brandishing a handgun  machete threatens people at Kardashian boutique,314543,1028
#WindowsDevDay -  Fluent Design,462552,1507
Did the Las Vegas shooter plan a different attack?,533692,1738
76ers' Ben Simmons: Donald Trump is an 'idiot ' 'd***head',21837,71
Golf Club Breaks in HALF!!! at World Long Drive Championships!,7702,25
FBI agents question Las Vegas gunman's girlfriend for several hours,630163,2045
Did the Las Vegas shooter plan a different attack?,544440,1762
Blake Lively - Talks About Harvey Weinstein - GMA,448595,1450
Did the Las Vegas shooter plan a different attack?,547977,1771
Did the Las Vegas shooter plan a different attack?,539774,1744
